668,4.78958,0.532299
646,4.69122,0.452972
854,3.95128,0.363566
799,3.63796,0.282084
222,1.42034,0.179092
464,1.09964,0.155463
489,0.967354,0.139589
396,0.768985,0.127296
269,0.74423,0.119444
794,0.688557,0.11274
425,0.593879,0.113143
333,0.494061,0.107169
491,0.409702,0.10042
733,0.336221,0.100556
427,0.329693,0.0989147
758,0.277278,0.0989926
336,0.266341,0.0976602
978,0.258005,0.0978402
980,0.239731,0.097034
623,0.23455,0.0971726
430,0.21564,0.0970767
510,0.193984,0.0972832
512,0.19864,0.0973255
37,0.186863,0.0974259
142,0.161901,0.0976421
599,0.15527,0.0985045
195,0.142858,0.0992253
932,0.138801,0.100381
356,0.133776,0.101053
625,0.133696,0.101286
167,0.132047,0.101302
754,0.131298,0.102607
825,0.122548,0.102963
205,0.121999,0.103654
686,0.119035,0.10416
838,0.116522,0.105323
721,0.112804,0.105939
960,0.104834,0.106861
191,0.104508,0.106861
125,0.103427,0.106861
902,0.100477,0.106861
258,0.0971164,0.106861
451,0.092893,0.106861
695,0.0896051,0.106861
816,0.0859975,0.106861
290,0.0824352,0.106861
362,0.0815781,0.106861
522,0.0776815,0.106861
771,0.0772083,0.106861
603,0.0752344,0.106861
32,0.0749084,0.106861
747,0.0732873,0.106861
505,0.0646862,0.106861
157,0.0574095,0.106861
482,0.0420078,0.106861
351,0.0419002,0.106861
403,0.0344031,0.106861
217,0.0196064,0.106861
728,0.0104826,0.106861
831,0.00203115,0.106861
840,0,0.106861
635,-0.0638679,0.106861
656,-1.38413,0.106861
