746,3.32484,0.348786
725,2.70444,0.283377
539,2.5689,0.240696
560,1.59278,0.167114
576,1.10398,0.142233
589,1.11297,0.123305
299,0.715923,0.107567
61,0.544488,0.0980789
301,0.537778,0.0913923
64,0.510846,0.0914985
498,0.480616,0.0911449
382,0.462865,0.0857179
74,0.457417,0.0829063
500,0.428298,0.08082
322,0.418575,0.0807588
882,0.373888,0.0768111
410,0.355157,0.0732384
287,0.354475,0.0718188
902,0.336713,0.0689125
386,0.311051,0.0641114
595,0.294091,0.0639493
905,0.277601,0.0640696
520,0.214645,0.0641979
761,0.199714,0.0630523
776,0.179695,0.0617849
120,0.163395,0.0608768
267,0.160122,0.0612867
162,0.166905,0.0607852
672,0.155947,0.0597888
947,0.152715,0.0596589
971,0.148801,0.0588239
598,0.148444,0.0589539
179,0.134598,0.0590851
221,0.130957,0.0593843
803,0.130825,0.0592636
488,0.120535,0.0597418
834,0.115547,0.0599214
600,0.112981,0.0603676
78,0.112899,0.0605248
813,0.112525,0.0601624
116,0.109649,0.0602986
918,0.106698,0.0603041
54,0.105955,0.0604938
151,0.0994613,0.0607077
647,0.0944226,0.0611671
414,0.0931082,0.0618625
261,0.0922326,0.0621739
237,0.0964624,0.0626503
616,0.0897275,0.0633761
943,0.0893468,0.0639612
106,0.0882587,0.0642935
869,0.0872878,0.0643399
847,0.0949608,0.0653363
712,0.0871797,0.0654993
686,0.100213,0.0670372
784,0.0869858,0.0677757
443,0.0848286,0.068208
464,0.104866,0.069472
476,0.0896025,0.0706787
403,0.0836063,0.0710377
370,0.0834541,0.0717646
787,0.0833365,0.0734647
898,0.0832135,0.0734647
797,0.0819655,0.0734647
189,0.0763284,0.0734647
927,0.0759389,0.0745605
205,0.0749542,0.0756313
967,0.0699629,0.0756313
223,0.0640464,0.0756313
350,0.0632154,0.0756313
425,0.0627686,0.0756313
84,0.0619266,0.0756313
854,0.0614309,0.0756313
147,0.0607847,0.0756313
391,0.0596501,0.0756313
452,0.059154,0.0756313
33,0.0571807,0.0756313
612,0.0571546,0.0756313
170,0.0563031,0.0756313
257,0.0550393,0.0756313
977,0.0545674,0.0756313
631,0.0541301,0.0756313
764,0.0523018,0.0756313
696,0.0514297,0.0756313
508,0.0488371,0.0756313
658,0.04725,0.0756313
680,0.0464394,0.0756313
824,0.0454733,0.0756313
936,0.0437352,0.0756313
481,0.0422796,0.0756313
277,0.0292728,0.0756313
837,0.0265393,0.0756313
891,0.0250386,0.0756313
913,0.0245046,0.0756313
373,0.0239834,0.0756313
314,0.0104935,0.0756313
472,0.00316345,0.0756313
294,0,0.0756313
524,-0.00895356,0.0756313
875,-0.0118058,0.0756313
754,-0.0279095,0.0756313
714,-0.1094,0.0756313
552,-0.126118,0.0756313
