862,3.52994,0.407342
840,3.30477,0.343346
726,2.14837,0.286131
701,2.01554,0.26775
931,1.80971,0.24983
552,1.71873,0.225946
881,1.66379,0.202606
307,1.33719,0.164506
317,1.29272,0.153321
565,1.25047,0.139176
942,1.22972,0.119453
927,0.737345,0.0796807
321,0.449913,0.0795455
290,0.361182,0.0797169
570,0.224566,0.076976
254,0.220438,0.0772097
500,0.219183,0.0764493
908,0.207893,0.0763568
487,0.169372,0.0746511
470,0.168483,0.0745156
396,0.163581,0.0742871
250,0.15171,0.0741994
130,0.148365,0.0743758
822,0.146917,0.0745785
39,0.13839,0.07385
661,0.136505,0.0739889
383,0.1359,0.0738728
587,0.125699,0.0739941
189,0.125599,0.0742129
417,0.124449,0.0739193
763,0.122948,0.0741847
911,0.10768,0.0746387
194,0.104709,0.0746387
593,0.104661,0.0748676
461,0.10297,0.075293
142,0.0981102,0.075334
100,0.0972991,0.0757685
85,0.0930517,0.0763952
502,0.0907011,0.0771085
16,0.0906372,0.0772994
455,0.0888838,0.0784354
210,0.0853106,0.07901
213,0.100953,0.0792691
242,0.0979375,0.079517
171,0.0852798,0.0800472
421,0.083049,0.0813798
434,0.0958843,0.0819955
341,0.0806061,0.0828708
951,0.0792427,0.0828708
472,0.0783736,0.0828708
294,0.0774574,0.0828708
673,0.0764614,0.0828708
234,0.0754848,0.0828708
532,0.0742713,0.0828708
28,0.0717005,0.0828708
270,0.0713129,0.0828708
54,0.0712438,0.0828708
122,0.0706602,0.0828708
628,0.0694894,0.0828708
179,0.0689273,0.0828708
581,0.0676547,0.0828708
443,0.0655684,0.0828708
399,0.0629916,0.0828708
792,0.0617562,0.0828708
740,0.0614194,0.0828708
165,0.0604843,0.0828708
430,0.0452228,0.0828708
87,0.0421769,0.0828708
199,0.0360851,0.0828708
888,0.0306857,0.0828708
390,0.028529,0.0828708
916,0.0180494,0.0828708
137,0.014914,0.0828708
718,-0.0495228,0.0828708
827,-0.206412,0.0828708
850,-0.773583,0.0828708
