818,2.57653,0.304358
797,2.26543,0.278285
919,2.1192,0.258836
934,1.80879,0.22829
191,1.62827,0.204339
707,1.61713,0.192039
583,1.44045,0.157129
873,1.19158,0.128082
178,1.14245,0.112494
861,0.948517,0.0961849
751,0.79151,0.0862248
545,0.547624,0.0721141
801,0.419008,0.0648368
754,0.353129,0.0643304
549,0.346571,0.0642751
747,0.290396,0.0640988
197,0.281933,0.0640964
222,0.282145,0.0637681
339,0.282592,0.0617996
322,0.270854,0.059134
823,0.231289,0.0564797
541,0.203566,0.0567302
174,0.202137,0.0565748
878,0.201368,0.0566464
791,0.191353,0.0559394
342,0.189838,0.0557905
200,0.187112,0.0556867
678,0.181304,0.0557738
158,0.154106,0.054043
857,0.152177,0.0532782
645,0.149803,0.0534674
673,0.156528,0.0520766
840,0.139942,0.0520883
62,0.134491,0.0520047
15,0.13073,0.0515399
390,0.126138,0.0507311
530,0.129937,0.0496452
682,0.123002,0.0492684
694,0.155123,0.0492568
83,0.121589,0.0487219
974,0.120162,0.0486411
49,0.117753,0.0479429
302,0.117153,0.0470396
458,0.116588,0.0467655
397,0.121385,0.0460414
782,0.111878,0.0463852
962,0.110448,0.0461798
445,0.108516,0.0459404
740,0.100076,0.0457978
603,0.0982497,0.0460414
640,0.105932,0.0448033
614,0.0988011,0.0451363
900,0.0981649,0.0449855
227,0.0946122,0.0446115
287,0.0920761,0.0447996
350,0.0903329,0.0447408
507,0.089414,0.0446178
248,0.0892832,0.0425807
66,0.0866241,0.0422607
160,0.0862658,0.0423497
130,0.0844094,0.0423497
290,0.0838206,0.0418739
240,0.0798161,0.0418739
496,0.0762022,0.0419712
120,0.0723631,0.0418395
101,0.0742601,0.0419152
378,0.0717789,0.0410793
146,0.0706501,0.0417294
726,0.0693661,0.0407171
470,0.0693406,0.0398978
882,0.069181,0.040619
660,0.0682458,0.0408297
69,0.068176,0.040581
985,0.0677317,0.040581
314,0.066252,0.0397416
357,0.0648665,0.0397416
132,0.0631493,0.0397234
633,0.0628237,0.0397234
91,0.062649,0.0402951
571,0.0622553,0.0402951
565,0.0629188,0.0388974
407,0.0615979,0.0391421
890,0.0610992,0.0383162
557,0.0600368,0.0383162
486,0.0583647,0.0383162
20,0.058101,0.0388712
438,0.0580794,0.0394387
414,0.0675193,0.0394173
418,0.0657269,0.0378262
430,0.0724289,0.0384504
277,0.0574382,0.0384504
834,0.0541699,0.0381731
420,0.0517176,0.0381731
463,0.0516031,0.0381731
846,0.0477427,0.0381731
448,0.0476648,0.0381731
511,0.0473451,0.0381731
520,0.0562197,0.0394999
73,0.0467925,0.0394999
480,0.0465665,0.0394999
954,0.0454464,0.0394999
28,0.0451982,0.0386586
648,0.0448396,0.0426465
